,state,time,testing,app,ages
596,3,4.640034698145854,1,0,1
597,0,10.000611206322946,0,0,4
598,7,2.0732370824389985,1,0,4
599,3,8.000206122345503,1,0,1
600,8,1.4523973285572107,2,0,9
601,0,10.000611206322946,0,0,9
602,5,1.5308861812689203,1,0,7
603,6,4.0524289629796275,1,0,6
604,1,1.231780012827,0,0,9
605,3,8.000206122345503,1,0,2
606,5,1.1950104602052982,1,0,5
607,6,1.5266435405818009,1,0,2
608,0,10.000611206322946,0,0,4
609,0,10.000611206322946,0,0,9
610,1,0.10182337649086261,0,0,3
611,1,0.5607356774809426,0,0,1
612,6,3.3071384156091805,1,0,2
613,7,4.3762838687631795,0,0,2
614,0,10.000611206322946,0,0,1
615,1,1.1320779566796932,0,0,5
616,0,10.000611206322946,0,0,2
617,1,1.774838020778288,0,0,9
618,6,0.28567113959936574,1,0,7
619,0,10.000611206322946,0,0,4
620,0,10.000611206322946,0,0,9
621,0,10.000611206322946,0,0,3
622,6,3.856560384590975,1,0,9
623,0,10.000611206322946,0,0,2
624,0,10.000611206322946,0,0,9
625,0,10.000611206322946,0,0,2
626,1,0.33446150750123926,0,0,6
627,0,10.000611206322946,0,0,9
628,0,10.000611206322946,0,0,3
629,0,10.000611206322946,0,0,2
630,6,2.6035671683287616,1,0,3
631,5,1.4622968234938227,1,0,6
632,1,1.3138043994446424,0,0,9
633,6,1.104500792213417,1,0,1
634,5,0.8796408357960869,1,0,5
635,6,3.2944104935478262,1,0,9
636,2,1.2643069247615824,0,0,6
637,1,0.9319667376038933,0,0,9
638,1,1.3739084758455011,0,0,9
639,1,0.560028570699756,0,0,2
640,1,0.3832518754031128,0,0,9
641,0,10.000611206322946,0,0,4
642,0,10.000611206322946,0,0,7
643,3,8.000206122345503,1,0,8
644,0,10.000611206322946,0,0,9
645,1,1.7656456326228624,0,0,9
646,1,1.3258252147248142,0,0,8
647,5,0.23051681066681382,1,0,6
648,0,10.000611206322946,0,0,4
649,0,10.000611206322946,0,0,8
650,0,10.000611206322946,0,0,7
651,8,4.089198515601341,2,0,2
652,6,1.65887250866369,1,0,5
653,0,10.000611206322946,0,0,8
654,0,10.000611206322946,0,0,9
655,0,10.000611206322946,0,0,5
656,8,0.8527707781109971,2,0,5
657,0,10.000611206322946,0,0,9
658,0,10.000611206322946,0,0,3
659,2,0.024041630560342617,0,0,2
660,0,10.000611206322946,0,0,3
661,6,0.6703372285648613,1,0,8
662,8,0.6109402589451892,2,0,6
663,7,4.113947252942879,1,0,6
664,0,10.000611206322946,0,0,3
665,0,10.000611206322946,0,0,9
666,2,1.0196479784710282,0,0,6
667,0,10.000611206322946,0,0,7
668,2,0.17889801564019603,0,0,6
669,6,3.2986531342349443,1,0,1
670,1,0.6767011895955405,0,0,5
671,0,10.000611206322946,0,0,9
672,6,0.3436538956566647,1,0,3
673,6,0.4327493500861729,1,0,3
674,1,1.5938186847945253,0,0,7
675,6,0.5840702012600995,1,0,5
676,6,1.9233304448274682,1,0,9
677,0,10.000611206322946,0,0,2
678,6,2.967020053858546,1,0,4
679,3,5.938989855185996,1,0,2
680,8,0.273650324319194,2,0,9
681,0,10.000611206322946,0,0,9
682,0,10.000611206322946,0,0,4
683,0,10.000611206322946,0,0,3
684,1,0.6830651506262196,0,0,2
685,6,2.4501249968113235,1,0,9
686,5,1.2932983027902318,1,0,2
687,0,10.000611206322946,0,0,9
688,0,10.000611206322946,0,0,9
689,8,0.5013387078612704,2,0,1
690,2,0.1675843071412113,0,0,4
691,6,1.706955769784377,1,0,2
692,2,0.720541810029108,0,0,5
693,6,3.211679000149023,1,0,4
694,6,0.04596194077712555,1,0,4
695,4,5.484320194882887,1,0,4
696,0,10.000611206322946,0,0,9
697,0,10.000611206322946,0,0,6
698,0,10.000611206322946,0,0,7
699,0,10.000611206322946,0,0,5
700,0,10.000611206322946,0,0,6
701,5,1.5931115780133387,1,0,6
702,6,1.6765501781933543,1,0,9
703,6,2.4345686476252237,1,0,2
704,0,10.000611206322946,0,0,2
705,0,10.000611206322946,0,0,9
706,5,1.8264568158049077,1,0,9
707,0,10.000611206322946,0,0,3
708,0,10.000611206322946,0,0,5
709,0,10.000611206322946,0,0,9
710,6,1.6814999256616603,1,0,7
711,5,0.8534778848921837,1,0,6
712,6,1.2098597026102162,1,0,4
713,1,0.33446150750123926,0,0,2
714,0,10.000611206322946,0,0,2
715,6,2.3794143186926884,1,0,8
716,6,0.4688117959266881,1,0,4
717,2,0.2892066735052986,0,0,9
718,6,0.7261986642786006,1,0,5
719,7,1.7790806614654073,1,0,3
720,2,0.2559726547895297,0,0,9
721,0,10.000611206322946,0,0,5
722,8,2.3815356390362474,2,0,9
723,0,10.000611206322946,0,0,7
724,0,10.000611206322946,0,0,8
725,5,0.5388153672641588,1,0,1
726,1,0.22980970388562727,0,0,6
727,0,10.000611206322946,0,0,1
728,3,4.582759048869724,1,0,9
729,0,10.000611206322946,0,0,8
730,1,0.0007071067811865475,0,0,4
731,6,1.0090413767532296,1,0,6
732,1,0.38395898218429936,0,0,1
733,3,6.071218823267927,1,0,7
734,6,0.9149961748554155,1,0,7
735,3,8.000206122345503,1,0,4
736,0,10.000611206322946,0,0,9
737,1,1.6433161594775854,0,0,9
738,6,0.8852976900455795,1,0,1
739,1,0.1393000358937495,0,0,7
740,6,0.5147737367038153,1,0,5
741,0,10.000611206322946,0,0,4
742,0,10.000611206322946,0,0,2
743,8,4.036165507012331,2,0,8
744,8,0.8167083322704819,2,0,8
745,3,4.812568752755432,1,0,9
746,7,1.261478497636836,1,0,8
747,0,10.000611206322946,0,0,3
748,4,4.795598190006949,1,0,1
749,5,1.334310496099053,1,0,7
750,6,1.2452150416695449,1,0,9
751,0,10.000611206322946,0,0,1
752,0,10.000611206322946,0,0,4
753,6,2.828427124746021,1,0,4
754,3,7.486139492422703,1,0,2
755,2,3.8933299372126653,0,0,4
756,6,4.299209229613819,1,0,5
